Write Buffer Size,ops_per_sec,micros_per_op
614465536,12048,52.0
615514112,11764,51.0
616562688,11904,51.0
617611264,11764,52.0
618659840,12195,50.0
619708416,10000,60.0
620756992,11494,53.0
621805568,11904,51.0
622854144,12345,49.0
623902720,12658,47.0
624951296,5494,51.0
625999872,11363,52.0
627048448,10869,55.0
628097024,11764,50.0
629145600,6578,113.0
630194176,11363,54.0
631242752,9615,61.0
632291328,10989,57.0
633339904,11904,50.0
634388480,12500,47.0
635437056,11494,55.0
636485632,10989,57.0
637534208,11235,56.0
638582784,12345,49.0
639631360,9803,56.0
640679936,8333,88.0
641728512,11627,53.0
642777088,12048,51.0
643825664,9433,63.0
644874240,8333,49.0
645922816,6369,65.0
646971392,12345,48.0
648019968,12345,49.0
649068544,7874,57.0
650117120,11363,56.0
651165696,11764,53.0
652214272,12500,48.0
653262848,10989,53.0
654311424,11235,53.0
655360000,10638,54.0
656408576,10309,58.0
657457152,11494,51.0
658505728,10638,58.0
659554304,11363,53.0
660602880,6944,65.0
661651456,10752,53.0
662700032,12345,48.0
663748608,12048,49.0
664797184,10204,63.0
665845760,8264,71.0
666894336,9009,70.0
667942912,10526,58.0
668991488,10638,57.0
670040064,9803,65.0
671088640,11363,53.0
672137216,11494,52.0
673185792,11111,55.0
674234368,11363,55.0
675282944,12195,49.0
676331520,9900,68.0
677380096,11363,50.0
678428672,12345,48.0
679477248,11904,51.0
680525824,11235,56.0
681574400,8547,59.0
682622976,11235,54.0
683671552,12500,48.0
684720128,11904,51.0
685768704,12048,51.0
686817280,11494,53.0
687865856,9259,67.0
688914432,10752,56.0
689963008,10752,58.0
691011584,6896,98.0
692060160,10204,60.0
693108736,10752,57.0
694157312,10869,54.0
695205888,10989,55.0
696254464,11627,50.0
697303040,11494,53.0
698351616,6622,116.0
699400192,11363,53.0
700448768,7407,56.0
701497344,11235,53.0
702545920,11904,49.0
703594496,6535,70.0
704643072,7462,56.0
705691648,10638,56.0
706740224,11235,52.0
707788800,9009,70.0
708837376,10000,63.0
709885952,11235,51.0
710934528,11363,51.0
711983104,10416,59.0
713031680,11363,54.0
714080256,11363,53.0
715128832,11904,49.0
716177408,11627,51.0
717225984,11235,54.0
718274560,11494,50.0
719323136,11764,53.0
720371712,11627,53.0
721420288,11494,54.0
722468864,11494,54.0
723517440,8333,47.0
724566016,12048,51.0
725614592,11111,60.0
726663168,6172,122.0
727711744,10101,61.0
728760320,10416,60.0
729808896,10526,58.0
730857472,7299,64.0
731906048,10752,57.0
732954624,10000,58.0
734003200,10526,56.0
735051776,10989,53.0
736100352,11235,52.0
737148928,8130,75.0
738197504,7936,78.0
739246080,9803,61.0
740294656,10526,57.0
741343232,10869,54.0
742391808,9174,63.0
743440384,11111,56.0
744488960,10638,58.0
745537536,11764,49.0
746586112,8264,51.0
747634688,11235,56.0
748683264,11111,53.0
749731840,9009,68.0
750780416,9803,61.0
751828992,10638,53.0
752877568,9090,68.0
753926144,10204,56.0
754974720,10101,60.0
756023296,9803,62.0
757071872,10416,58.0
758120448,6535,116.0
759169024,9708,64.0
760217600,9523,66.0
761266176,10204,61.0
762314752,10204,60.0
763363328,9433,65.0
764411904,6944,60.0
765460480,11111,53.0
766509056,10752,55.0
767557632,10204,60.0
768606208,10869,55.0
769654784,10752,55.0
770703360,11764,51.0
771751936,11363,52.0
772800512,10416,60.0
773849088,11904,51.0
774897664,11494,51.0
775946240,12195,48.0
776994816,11235,56.0
778043392,12345,48.0
779091968,11363,51.0
780140544,11627,51.0
781189120,12195,48.0
782237696,11235,53.0
783286272,10989,51.0
784334848,11904,53.0
785383424,12345,48.0
786432000,12658,46.0
787480576,12658,49.0
788529152,12987,47.0
789577728,12195,50.0
790626304,11627,55.0
791674880,12500,47.0
792723456,11904,48.0
793772032,11764,53.0
794820608,11764,53.0
795869184,11627,51.0
796917760,11235,56.0
797966336,8403,48.0
799014912,9615,63.0
800063488,12048,49.0
801112064,11235,55.0
802160640,10752,53.0
803209216,11494,53.0
804257792,11235,52.0
805306368,9615,62.0
806354944,9900,62.0
807403520,8000,80.0
808452096,9615,64.0
809500672,10204,58.0
810549248,9708,62.0
811597824,10416,59.0
812646400,9345,64.0
813694976,11111,53.0
814743552,10989,55.0
815792128,11235,55.0
816840704,10752,52.0
817889280,10309,54.0
818937856,10526,57.0
819986432,11764,50.0
821035008,11764,54.0
822083584,11764,51.0
823132160,9433,65.0
824180736,10526,54.0
825229312,12195,49.0
826277888,11627,51.0
827326464,8771,74.0
828375040,10989,54.0
829423616,11111,51.0
830472192,9433,62.0
831520768,9803,61.0
832569344,10869,56.0
833617920,10309,58.0
834666496,9900,60.0
835715072,7246,99.0
836763648,10638,54.0
837812224,10101,58.0
838860800,9433,64.0
839909376,6060,125.0
840957952,11111,53.0
842006528,7575,55.0
843055104,10869,54.0
844103680,7936,77.0
845152256,6578,63.0
846200832,7936,78.0
847249408,9523,67.0
848297984,10526,57.0
849346560,7692,91.0
850395136,10416,58.0
851443712,10869,54.0
852492288,7874,91.0
853540864,6896,109.0
854589440,11363,52.0
855638016,12195,49.0
856686592,12195,48.0
857735168,11235,54.0
858783744,8849,67.0
859832320,6369,106.0
860880896,10000,61.0
861929472,9803,60.0
862978048,10869,54.0
864026624,11111,53.0
865075200,10752,53.0
866123776,10000,60.0
867172352,11235,53.0
868220928,9259,71.0
869269504,10416,55.0
870318080,11494,53.0
871366656,10869,56.0
872415232,11764,49.0
873463808,11627,53.0
874512384,5882,129.0
875560960,7042,110.0
876609536,7518,83.0
877658112,10204,58.0
878706688,10869,54.0
879755264,7518,92.0
880803840,10752,59.0
881852416,10309,55.0
882900992,7812,55.0
883949568,10869,57.0
884998144,11627,52.0
886046720,11494,53.0
887095296,11627,51.0
888143872,11363,52.0
889192448,11494,54.0
890241024,12048,49.0
891289600,12195,49.0
892338176,11764,52.0
893386752,12195,50.0
894435328,11764,52.0
895483904,10638,56.0
896532480,6849,73.0
897581056,12500,48.0
898629632,8130,48.0
899678208,12820,47.0
900726784,11235,56.0
901775360,10638,51.0
902823936,12987,47.0
903872512,8064,82.0
904921088,11764,51.0
905969664,8000,50.0
907018240,11904,48.0
908066816,11235,54.0
909115392,5847,50.0
910163968,12658,46.0
911212544,11494,52.0
912261120,11627,49.0
913309696,11627,52.0
914358272,11764,53.0
915406848,12658,47.0
916455424,12195,49.0
917504000,10526,55.0
918552576,10309,61.0
919601152,10869,57.0
920649728,8403,70.0
921698304,11235,54.0
922746880,10309,58.0
923795456,11363,53.0
924844032,10638,56.0
925892608,10752,56.0
926941184,8130,83.0
927989760,10869,56.0
929038336,10000,57.0
930086912,11494,52.0
931135488,11111,56.0
932184064,11111,53.0
933232640,11494,55.0
934281216,10869,58.0
935329792,7575,59.0
936378368,11494,53.0
937426944,10869,56.0
938475520,7751,53.0
939524096,8403,50.0
940572672,10989,55.0
941621248,7812,54.0
942669824,11494,51.0
943718400,3649,217.0
944766976,8264,68.0
945815552,10526,58.0
946864128,7633,58.0
947912704,7874,52.0
948961280,10638,57.0
950009856,10752,58.0
951058432,9708,58.0
952107008,5586,138.0
953155584,10416,60.0
954204160,10526,57.0
955252736,11111,54.0
956301312,11235,52.0
957349888,11111,54.0
958398464,10638,57.0
959447040,11111,54.0
960495616,12345,47.0
961544192,11764,51.0
962592768,10638,61.0
963641344,12345,48.0
964689920,9615,58.0
965738496,12048,51.0
966787072,12987,46.0
967835648,9615,73.0
968884224,12195,49.0
969932800,10752,61.0
970981376,11494,51.0
972029952,10526,58.0
973078528,9803,65.0
974127104,10638,59.0
975175680,10309,60.0
976224256,10638,58.0
977272832,11363,50.0
978321408,11363,52.0
979369984,6849,70.0
980418560,8130,74.0
981467136,7194,87.0
982515712,9615,62.0
983564288,9174,62.0
984612864,10526,56.0
985661440,10638,56.0
986710016,6756,66.0
987758592,10309,60.0
988807168,8771,69.0
989855744,10869,55.0
990904320,9523,55.0
991952896,8849,67.0
993001472,8474,69.0
994050048,10000,59.0
995098624,8771,70.0
996147200,10526,54.0
997195776,9708,62.0
998244352,10101,60.0
999292928,10101,62.0
1000341504,10869,54.0
1001390080,10989,52.0
1002438656,11235,53.0
1003487232,11363,52.0
1004535808,11235,54.0
1005584384,11764,52.0
1006632960,11627,51.0
1007681536,11363,54.0
1008730112,7692,81.0
1009778688,11627,51.0
1010827264,10309,60.0
1011875840,11904,51.0
1012924416,11764,48.0
1013972992,11627,53.0
1015021568,11627,51.0
1016070144,8771,67.0
1017118720,9009,64.0
1018167296,10989,52.0
1019215872,10869,55.0
1020264448,10309,57.0
1021313024,11363,53.0
1022361600,11764,53.0
1023410176,11764,49.0
1024458752,11764,52.0
1025507328,11494,56.0
1026555904,11764,51.0
1027604480,11363,53.0
1028653056,11627,50.0
1029701632,12195,49.0
1030750208,12500,47.0
1031798784,11627,53.0
1032847360,12820,46.0
1033895936,11904,50.0
1034944512,8264,56.0
1035993088,12987,45.0
1037041664,11904,51.0
1038090240,10638,54.0
1039138816,11627,55.0
1040187392,12195,49.0
1041235968,12345,46.0
1042284544,12500,48.0
1043333120,12345,50.0
1044381696,10869,54.0
1045430272,12500,48.0
1046478848,12345,49.0
1047527424,11363,54.0
1048576000,8196,54.0
1049624576,12048,51.0
1050673152,11904,50.0
1051721728,10416,56.0
1052770304,12048,50.0
1053818880,8196,50.0
1054867456,12987,45.0
1055916032,12345,49.0
1056964608,11627,54.0
1058013184,12500,48.0
1059061760,12345,48.0
1060110336,11904,52.0
1061158912,10526,55.0
1062207488,8695,77.0
1063256064,9900,58.0
1064304640,9433,63.0
1065353216,8403,78.0
1066401792,9708,54.0
1067450368,7751,49.0
1068498944,10638,56.0
1069547520,11494,51.0
1070596096,8849,71.0
1071644672,6369,112.0
1072693248,10989,56.0
